order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
ORD-100278,29-12-2018,08-01-2019,First Class,CUST-1417,Casey Brown,Consumer,San Jose,CA,89450,Central,PROD-64875,Technology,Machines,Machines Item 312,3462.6,4,0,1203.21
ORD-100279,04-12-2019,09-12-2019,Second Class,CUST-1068,Casey Wilson,Corporate,Fort Worth,TX,77147,Central,PROD-82559,Technology,Copiers,Copiers Item 324,6883.68,4,0,157.24
ORD-100280,19-08-2019,25-08-2019,Standard Class,CUST-1067,Jamie Taylor,Consumer,Austin,TX,52255,East,PROD-86389,Furniture,Furnishings,Furnishings Item 293,4689.66,7,0.1,859.72
ORD-100281,29-12-2020,03-01-2021,Standard Class,CUST-1216,Alex Taylor,Consumer,San Antonio,TX,29048,East,PROD-36201,Technology,Phones,Phones Item 137,1526.57,3,0.3,298.11
ORD-100282,29-05-2019,01-06-2019,Standard Class,CUST-1353,Quinn Miller,Corporate,New York,NY,57013,South,PROD-98542,Office Supplies,Envelopes,Envelopes Item 379,86.18,9,0.2,10.77
ORD-100283,07-03-2020,11-03-2020,Standard Class,CUST-1407,Quinn Johnson,Home Office,San Antonio,TX,64600,Central,PROD-11699,Technology,Phones,Phones Item 381,2494.15,5,0,261.59
ORD-100284,26-06-2020,30-06-2020,Standard Class,CUST-1360,Parker Jackson,Consumer,San Jose,CA,35751,West,PROD-33255,Furniture,Furnishings,Furnishings Item 350,827.62,2,0,66.68
ORD-100285,22-12-2018,31-12-2018,First Class,CUST-1020,Kendall Rodriguez,Consumer,Chicago,IL,31093,Central,PROD-71122,Office Supplies,Writing,Writing Item 364,269.64,3,0,30.9
ORD-100286,23-10-2019,02-11-2019,First Class,CUST-1477,Reese Martinez,Consumer,San Jose,CA,82110,Central,PROD-78864,Office Supplies,Writing,Writing Item 113,29.58,3,0,-3.56
ORD-100287,31-10-2020,03-11-2020,Second Class,CUST-1274,Hayden Williams,Consumer,Fort Worth,TX,37964,Central,PROD-48479,Furniture,Tables,Tables Item 112,19656.4,10,0,5153.06
ORD-100288,19-01-2018,21-01-2018,Standard Class,CUST-1228,Cameron Martin,Home Office,Houston,TX,15226,Central,PROD-60577,Furniture,Chairs,Chairs Item 132,2174.69,9,0.1,493.29
ORD-100289,20-02-2018,01-03-2018,Standard Class,CUST-1191,Rowan Taylor,Consumer,New York,NY,48854,West,PROD-22577,Furniture,Chairs,Chairs Item 86,15639.66,9,0,2655.79
ORD-100290,15-05-2018,19-05-2018,Standard Class,CUST-1396,Riley Wilson,Corporate,Houston,TX,80484,South,PROD-99921,Technology,Phones,Phones Item 79,2454.87,1,0,228.6
ORD-100291,11-11-2019,12-11-2019,First Class,CUST-1027,Jamie Rodriguez,Consumer,San Jose,CA,39837,Central,PROD-69129,Furniture,Furnishings,Furnishings Item 323,9476.95,7,0,1100.18
ORD-100292,04-02-2018,11-02-2018,Standard Class,CUST-1273,Alex Martin,Consumer,Jacksonville,FL,86756,East,PROD-56884,Technology,Phones,Phones Item 476,25105.86,9,0,10674.97
ORD-100293,10-09-2019,20-09-2019,First Class,CUST-1391,Reese Gonzalez,Consumer,Austin,TX,14039,South,PROD-38818,Office Supplies,Envelopes,Envelopes Item 70,185.47,7,0.1,69.43
ORD-100294,28-08-2019,31-08-2019,Second Class,CUST-1454,Parker Smith,Consumer,Dallas,TX,28530,East,PROD-85067,Office Supplies,Paper,Paper Item 306,541.87,7,0,60.83
ORD-100295,24-06-2018,29-06-2018,First Class,CUST-1379,Parker Miller,Consumer,Austin,TX,77181,West,PROD-38939,Office Supplies,Binders,Binders Item 316,218.45,5,0,13.05
ORD-100296,07-01-2019,17-01-2019,Standard Class,CUST-1435,Skyler Anderson,Corporate,Los Angeles,CA,48096,East,PROD-35875,Furniture,Chairs,Chairs Item 372,10398.4,10,0,1299.44
ORD-100297,09-11-2019,15-11-2019,First Class,CUST-1335,Cameron Brown,Consumer,Los Angeles,CA,35362,Central,PROD-53036,Furniture,Furnishings,Furnishings Item 316,5583.2,5,0.1,799.48
ORD-100298,09-11-2018,19-11-2018,Standard Class,CUST-1413,Avery Wilson,Consumer,Philadelphia,PA,42266,West,PROD-46264,Technology,Machines,Machines Item 431,5280.72,6,0,228.67
ORD-100299,11-11-2019,19-11-2019,Second Class,CUST-1183,Quinn Thomas,Consumer,Chicago,IL,94613,East,PROD-80597,Furniture,Bookcases,Bookcases Item 101,4446.99,5,0.1,943.34
ORD-100300,06-06-2018,08-06-2018,Standard Class,CUST-1434,Rowan Smith,Corporate,San Jose,CA,63101,West,PROD-44159,Office Supplies,Envelopes,Envelopes Item 279,487.71,9,0,79.09
ORD-100301,01-11-2018,07-11-2018,Second Class,CUST-1456,Finley Martinez,Consumer,Dallas,TX,76900,East,PROD-75820,Furniture,Tables,Tables Item 6,1123.6,4,0.1,147.31
ORD-100302,06-12-2018,15-12-2018,First Class,CUST-1081,Jamie Jackson,Home Office,Austin,TX,29162,South,PROD-38681,Furniture,Chairs,Chairs Item 390,1388.64,8,0,149.65
ORD-100303,26-06-2019,02-07-2019,First Class,CUST-1342,Riley Taylor,Home Office,Philadelphia,PA,60868,South,PROD-15230,Furniture,Chairs,Chairs Item 333,8273.58,6,0,2244.04
ORD-100304,03-12-2020,08-12-2020,Standard Class,CUST-1134,Finley Moore,Consumer,San Antonio,TX,95678,South,PROD-77720,Furniture,Chairs,Chairs Item 129,7508.96,7,0.3,699.83
ORD-100305,02-04-2019,11-04-2019,Second Class,CUST-1418,Parker Thomas,Corporate,Fort Worth,TX,89195,East,PROD-67658,Technology,Accessories,Accessories Item 85,4989.16,4,0,2245.12
ORD-100306,30-07-2019,03-08-2019,First Class,CUST-1080,Parker Martin,Corporate,Los Angeles,CA,96652,West,PROD-24855,Furniture,Tables,Tables Item 247,5842.32,8,0,1170.61
ORD-100307,27-11-2018,04-12-2018,First Class,CUST-1022,Casey Jackson,Consumer,Chicago,IL,92515,East,PROD-17328,Technology,Accessories,Accessories Item 86,2240.28,5,0.2,427.28
ORD-100308,24-11-2020,01-12-2020,Standard Class,CUST-1288,Alex Martinez,Home Office,Houston,TX,68877,South,PROD-38752,Furniture,Bookcases,Bookcases Item 426,1257.69,7,0,300.04
ORD-100309,08-01-2019,18-01-2019,Standard Class,CUST-1135,Jamie Hernandez,Home Office,San Jose,CA,87410,East,PROD-60523,Office Supplies,Labels,Labels Item 68,169,2,0,62.47
ORD-100310,06-12-2020,15-12-2020,Standard Class,CUST-1423,Casey Martin,Consumer,San Diego,CA,90576,East,PROD-22214,Technology,Phones,Phones Item 247,1047.65,3,0.2,113.84
ORD-100311,03-01-2018,10-01-2018,Standard Class,CUST-1189,Taylor Taylor,Consumer,San Francisco,CA,73192,South,PROD-65769,Furniture,Chairs,Chairs Item 69,1845.65,5,0,462.52
ORD-100312,22-04-2019,24-04-2019,Second Class,CUST-1448,Skyler Wilson,Consumer,New York,NY,10932,East,PROD-59155,Technology,Phones,Phones Item 336,1834.24,4,0.1,449.79
ORD-100313,09-10-2019,16-10-2019,Second Class,CUST-1079,Kendall Jackson,Consumer,Columbus,OH,80268,South,PROD-90200,Technology,Copiers,Copiers Item 142,9946,7,0.1,3025.48
ORD-100314,26-04-2020,05-05-2020,Standard Class,CUST-1247,Jamie Lopez,Consumer,San Diego,CA,43263,Central,PROD-62183,Technology,Copiers,Copiers Item 377,2614.34,3,0.2,385.81
ORD-100315,01-09-2018,05-09-2018,Second Class,CUST-1358,Jamie Brown,Consumer,San Antonio,TX,54359,East,PROD-93345,Office Supplies,Labels,Labels Item 3,147.65,2,0.1,43.37
ORD-100316,23-08-2020,02-09-2020,Second Class,CUST-1032,Drew Davis,Consumer,San Jose,CA,14948,South,PROD-88311,Furniture,Tables,Tables Item 30,2718.93,3,0,268.71
ORD-100317,18-06-2020,19-06-2020,First Class,CUST-1336,Rowan Martinez,Consumer,San Francisco,CA,88579,West,PROD-98345,Technology,Accessories,Accessories Item 19,5508.66,6,0,-482.78
ORD-100318,01-01-2018,04-01-2018,First Class,CUST-1141,Hayden Lopez,Corporate,San Antonio,TX,86818,West,PROD-18993,Technology,Phones,Phones Item 471,4495.76,2,0,-43.3
ORD-100319,14-12-2019,20-12-2019,Same Day,CUST-1141,Cameron Martin,Home Office,San Diego,CA,62947,East,PROD-63363,Furniture,Bookcases,Bookcases Item 260,3608.34,2,0,656.45
ORD-100320,27-10-2020,01-11-2020,Second Class,CUST-1059,Rowan Rodriguez,Home Office,Columbus,OH,85352,Central,PROD-59424,Technology,Machines,Machines Item 289,8380.8,8,0.1,2406.04
ORD-100321,27-11-2019,05-12-2019,Standard Class,CUST-1459,Finley Smith,Consumer,Phoenix,AZ,18854,South,PROD-98724,Technology,Accessories,Accessories Item 360,6768.83,4,0.1,1296.06
ORD-100322,24-04-2020,30-04-2020,Standard Class,CUST-1004,Drew Davis,Consumer,San Antonio,TX,98302,Central,PROD-33394,Office Supplies,Envelopes,Envelopes Item 244,80.76,6,0,16.14
ORD-100323,06-07-2019,09-07-2019,Standard Class,CUST-1349,Riley Thomas,Corporate,Houston,TX,41726,Central,PROD-36577,Office Supplies,Binders,Binders Item 428,125.35,4,0.1,31.12
ORD-100324,31-12-2019,03-01-2020,Standard Class,CUST-1061,Jordan Thomas,Corporate,San Francisco,CA,80972,East,PROD-91352,Furniture,Tables,Tables Item 162,2058.11,8,0.2,496.26
ORD-100325,17-07-2019,25-07-2019,First Class,CUST-1391,Rowan Rodriguez,Consumer,San Francisco,CA,85584,West,PROD-65466,Office Supplies,Envelopes,Envelopes Item 245,488.52,9,0,161.05
ORD-100326,13-12-2019,20-12-2019,Standard Class,CUST-1397,Jamie Anderson,Home Office,Jacksonville,FL,77922,South,PROD-11549,Furniture,Chairs,Chairs Item 346,7172.36,4,0,871.53
ORD-100327,26-07-2018,01-08-2018,Second Class,CUST-1441,Drew Garcia,Consumer,Houston,TX,45311,South,PROD-57962,Technology,Copiers,Copiers Item 95,7591.44,8,0,1734.33
ORD-100328,08-05-2020,14-05-2020,Second Class,CUST-1205,Drew Anderson,Consumer,Chicago,IL,85483,West,PROD-40907,Office Supplies,Writing,Writing Item 285,147.56,7,0.2,53.29
ORD-100329,06-02-2019,09-02-2019,Standard Class,CUST-1378,Casey Thomas,Corporate,Chicago,IL,65249,South,PROD-79990,Office Supplies,Envelopes,Envelopes Item 369,474.77,6,0.1,108.36
ORD-100330,07-09-2019,12-09-2019,Standard Class,CUST-1290,Taylor Gonzalez,Consumer,Chicago,IL,17869,West,PROD-92557,Furniture,Furnishings,Furnishings Item 50,5162.83,8,0.1,1726.64
ORD-100331,17-06-2019,23-06-2019,Second Class,CUST-1285,Drew Lopez,Consumer,Los Angeles,CA,56018,West,PROD-47304,Technology,Accessories,Accessories Item 182,2520.45,6,0.1,319.2
ORD-100332,25-09-2020,03-10-2020,Standard Class,CUST-1195,Reese Martinez,Consumer,Chicago,IL,31964,Central,PROD-19351,Furniture,Furnishings,Furnishings Item 41,1491.12,3,0,440.87
ORD-100333,05-10-2019,11-10-2019,Standard Class,CUST-1363,Drew Martin,Corporate,Phoenix,AZ,68313,Central,PROD-64262,Technology,Machines,Machines Item 86,4633.49,3,0.2,1375.34
ORD-100334,14-09-2018,18-09-2018,Standard Class,CUST-1481,Jordan Miller,Consumer,Los Angeles,CA,22524,East,PROD-13455,Furniture,Chairs,Chairs Item 395,9822.4,7,0,-155.84
ORD-100335,20-06-2018,22-06-2018,Second Class,CUST-1079,Jordan Gonzalez,Consumer,Houston,TX,47247,South,PROD-27206,Technology,Accessories,Accessories Item 270,3150.51,3,0,673.31
ORD-100336,01-01-2020,07-01-2020,Standard Class,CUST-1239,Skyler Rodriguez,Consumer,Chicago,IL,80685,West,PROD-92712,Technology,Machines,Machines Item 384,5611.6,10,0,1124.96
ORD-100337,29-12-2020,03-01-2021,Standard Class,CUST-1246,Skyler Davis,Corporate,San Diego,CA,50352,Central,PROD-30410,Furniture,Tables,Tables Item 156,831.66,1,0,233.09
ORD-100338,07-10-2018,13-10-2018,Second Class,CUST-1273,Alex Thomas,Home Office,San Diego,CA,49270,East,PROD-88250,Furniture,Tables,Tables Item 119,950.91,1,0,191.76
ORD-100339,22-01-2019,29-01-2019,Standard Class,CUST-1223,Hayden Davis,Consumer,Jacksonville,FL,94671,South,PROD-44469,Furniture,Bookcases,Bookcases Item 41,8696.38,7,0,3913.37
ORD-100340,24-11-2020,04-12-2020,Standard Class,CUST-1350,Drew Martinez,Corporate,Dallas,TX,45235,South,PROD-33908,Office Supplies,Paper,Paper Item 70,18.85,5,0,7.42
ORD-100341,21-07-2020,31-07-2020,Second Class,CUST-1358,Reese Thomas,Consumer,New York,NY,29942,East,PROD-34371,Technology,Phones,Phones Item 498,5538.1,2,0,1389.14
ORD-100342,14-09-2018,22-09-2018,Standard Class,CUST-1119,Jordan Jones,Consumer,Houston,TX,54815,South,PROD-58679,Furniture,Furnishings,Furnishings Item 238,1429.12,1,0,300.16
ORD-100343,27-10-2018,28-10-2018,Second Class,CUST-1200,Jordan Moore,Consumer,Houston,TX,42778,South,PROD-42631,Office Supplies,Paper,Paper Item 198,491.68,8,0,21.26
ORD-100344,10-03-2018,14-03-2018,Second Class,CUST-1394,Morgan Taylor,Corporate,Houston,TX,71974,South,PROD-52344,Technology,Copiers,Copiers Item 82,1155.52,1,0.1,233.49
ORD-100345,02-12-2020,04-12-2020,Second Class,CUST-1326,Quinn Miller,Consumer,New York,NY,97385,West,PROD-92956,Office Supplies,Binders,Binders Item 223,556.26,6,0,106.81
ORD-100346,20-07-2019,30-07-2019,First Class,CUST-1404,Cameron Smith,Home Office,San Jose,CA,72294,West,PROD-42600,Furniture,Chairs,Chairs Item 81,7433.12,8,0,3344.9
ORD-100347,25-11-2019,26-11-2019,First Class,CUST-1330,Casey Moore,Corporate,Chicago,IL,73942,West,PROD-67503,Furniture,Tables,Tables Item 376,3312.24,4,0,804.46
ORD-100348,13-02-2020,19-02-2020,Standard Class,CUST-1128,Taylor Thomas,Corporate,Dallas,TX,48628,South,PROD-34461,Office Supplies,Envelopes,Envelopes Item 279,44.22,6,0,13.64
ORD-100349,17-08-2020,22-08-2020,Standard Class,CUST-1306,Skyler Garcia,Consumer,Chicago,IL,68901,Central,PROD-69517,Furniture,Tables,Tables Item 1,531.27,9,0,58.47
ORD-100350,15-01-2019,16-01-2019,Standard Class,CUST-1186,Reese Davis,Consumer,Los Angeles,CA,96283,South,PROD-99551,Office Supplies,Envelopes,Envelopes Item 255,312.12,9,0,88.1
ORD-100351,03-08-2019,09-08-2019,Second Class,CUST-1164,Morgan Brown,Consumer,Los Angeles,CA,15737,West,PROD-36486,Office Supplies,Paper,Paper Item 55,737.2,8,0,-72.61
ORD-100352,07-03-2018,17-03-2018,Standard Class,CUST-1198,Emerson Taylor,Corporate,San Jose,CA,43546,East,PROD-89423,Furniture,Bookcases,Bookcases Item 368,1450.74,2,0,482.25
ORD-100353,04-03-2019,12-03-2019,Standard Class,CUST-1426,Jordan Anderson,Corporate,New York,NY,57307,South,PROD-90862,Furniture,Chairs,Chairs Item 137,8386.38,9,0,685.86
ORD-100354,25-05-2018,30-05-2018,First Class,CUST-1110,Rowan Brown,Consumer,Houston,TX,79685,South,PROD-78969,Office Supplies,Binders,Binders Item 337,96.04,4,0,4.32
ORD-100355,02-01-2019,11-01-2019,Standard Class,CUST-1212,Morgan Jackson,Consumer,San Diego,CA,97194,South,PROD-33644,Office Supplies,Binders,Binders Item 282,135.03,7,0,21.89
ORD-100356,20-11-2018,29-11-2018,Same Day,CUST-1226,Parker Hernandez,Consumer,Philadelphia,PA,58722,South,PROD-52395,Technology,Machines,Machines Item 312,6020.56,4,0,1664.88
ORD-100357,15-03-2019,22-03-2019,Standard Class,CUST-1474,Drew Lopez,Home Office,San Diego,CA,62047,East,PROD-47287,Technology,Phones,Phones Item 306,1099.93,1,0,177.24
ORD-100358,11-09-2019,12-09-2019,Second Class,CUST-1113,Riley Hernandez,Consumer,Columbus,OH,46170,West,PROD-70341,Office Supplies,Paper,Paper Item 183,176.7,3,0,10.24
ORD-100359,22-01-2020,01-02-2020,First Class,CUST-1131,Quinn Williams,Consumer,San Jose,CA,38499,East,PROD-73246,Technology,Copiers,Copiers Item 89,20764.73,8,0.1,5025.07
ORD-100360,15-07-2018,25-07-2018,Standard Class,CUST-1019,Finley Gonzalez,Consumer,New York,NY,53829,Central,PROD-25799,Furniture,Furnishings,Furnishings Item 446,1223.6,4,0.1,102.91
ORD-100361,24-01-2018,31-01-2018,First Class,CUST-1268,Taylor Hernandez,Consumer,Chicago,IL,52838,West,PROD-98294,Office Supplies,Paper,Paper Item 375,488.48,7,0.3,78.28
ORD-100362,30-10-2020,01-11-2020,First Class,CUST-1148,Hayden Jones,Consumer,Los Angeles,CA,72371,East,PROD-44413,Technology,Machines,Machines Item 44,10615.78,7,0,1047.69
ORD-100363,25-09-2018,28-09-2018,Second Class,CUST-1101,Emerson Gonzalez,Corporate,Houston,TX,83553,West,PROD-44898,Office Supplies,Paper,Paper Item 398,528.5,7,0,104.6
ORD-100364,03-07-2018,05-07-2018,Standard Class,CUST-1216,Parker Lopez,Consumer,Philadelphia,PA,87840,East,PROD-55838,Furniture,Bookcases,Bookcases Item 316,3674.56,8,0,610.78
ORD-100365,21-06-2020,22-06-2020,Standard Class,CUST-1119,Riley Lopez,Consumer,Jacksonville,FL,21247,East,PROD-41856,Technology,Phones,Phones Item 486,4706,10,0.2,934.63
ORD-100366,13-08-2019,14-08-2019,Second Class,CUST-1411,Morgan Martinez,Consumer,New York,NY,53499,West,PROD-36712,Technology,Accessories,Accessories Item 280,1044.25,9,0.1,469.91
ORD-100367,16-09-2020,26-09-2020,Standard Class,CUST-1072,Alex Gonzalez,Consumer,Austin,TX,79048,East,PROD-17878,Furniture,Bookcases,Bookcases Item 146,641.27,4,0.1,30.23
ORD-100368,10-07-2019,11-07-2019,Second Class,CUST-1483,Alex Williams,Consumer,Phoenix,AZ,96898,Central,PROD-48337,Office Supplies,Paper,Paper Item 445,546,7,0,189.26
ORD-100369,19-02-2020,28-02-2020,Same Day,CUST-1050,Avery Thomas,Home Office,Dallas,TX,21537,West,PROD-70029,Office Supplies,Envelopes,Envelopes Item 288,45.19,1,0,-6.29
ORD-100370,20-12-2020,25-12-2020,Second Class,CUST-1201,Jamie Smith,Consumer,Philadelphia,PA,56580,Central,PROD-46159,Office Supplies,Envelopes,Envelopes Item 416,41.27,1,0,1.6
ORD-100371,03-03-2020,04-03-2020,Standard Class,CUST-1485,Drew Davis,Consumer,Fort Worth,TX,61491,West,PROD-78251,Office Supplies,Labels,Labels Item 492,158.64,10,0.2,32.43
ORD-100372,11-04-2019,18-04-2019,First Class,CUST-1078,Kendall Martinez,Home Office,Philadelphia,PA,68873,West,PROD-86156,Office Supplies,Binders,Binders Item 278,276.64,4,0.2,44.82
ORD-100373,25-09-2019,04-10-2019,Standard Class,CUST-1220,Casey Jackson,Home Office,Philadelphia,PA,18888,East,PROD-29073,Office Supplies,Writing,Writing Item 373,25.68,1,0.1,6.25
ORD-100374,27-04-2020,04-05-2020,Second Class,CUST-1381,Drew Jones,Corporate,Los Angeles,CA,27241,West,PROD-90864,Office Supplies,Envelopes,Envelopes Item 137,651.1,10,0,88.92
ORD-100375,18-04-2019,28-04-2019,First Class,CUST-1351,Alex Lopez,Consumer,San Francisco,CA,72469,West,PROD-95140,Technology,Machines,Machines Item 192,1164.79,3,0.2,199.94
ORD-100376,03-10-2020,11-10-2020,First Class,CUST-1098,Cameron Johnson,Consumer,New York,NY,45370,South,PROD-36812,Office Supplies,Binders,Binders Item 34,173.21,3,0.2,29.32
ORD-100377,18-06-2020,28-06-2020,Second Class,CUST-1166,Reese Davis,Consumer,San Francisco,CA,15482,South,PROD-61662,Technology,Copiers,Copiers Item 314,6814.8,10,0,1251.18
ORD-100378,11-12-2020,12-12-2020,Standard Class,CUST-1231,Reese Johnson,Home Office,Houston,TX,77987,South,PROD-83098,Technology,Phones,Phones Item 199,5739.66,9,0.1,1101.15
ORD-100379,11-04-2018,15-04-2018,Second Class,CUST-1203,Quinn Martinez,Consumer,San Antonio,TX,48590,East,PROD-70762,Technology,Accessories,Accessories Item 425,4416.48,8,0,725.89
ORD-100380,22-10-2020,24-10-2020,First Class,CUST-1299,Skyler Jones,Consumer,Philadelphia,PA,69098,East,PROD-87373,Office Supplies,Labels,Labels Item 460,211.1,4,0.2,29.11
ORD-100381,04-07-2018,09-07-2018,Second Class,CUST-1332,Jamie Brown,Consumer,Jacksonville,FL,68903,Central,PROD-60343,Office Supplies,Envelopes,Envelopes Item 373,232.47,9,0,35.45
ORD-100382,24-11-2018,01-12-2018,Standard Class,CUST-1022,Jamie Hernandez,Consumer,Austin,TX,29672,West,PROD-16725,Office Supplies,Binders,Binders Item 215,363.9,5,0,75.75
ORD-100383,02-07-2020,07-07-2020,Standard Class,CUST-1060,Casey Miller,Consumer,San Francisco,CA,43175,East,PROD-75358,Furniture,Furnishings,Furnishings Item 279,824.51,1,0,173.42
ORD-100384,07-10-2020,11-10-2020,First Class,CUST-1337,Emerson Anderson,Consumer,Los Angeles,CA,88802,East,PROD-46452,Office Supplies,Envelopes,Envelopes Item 318,546.51,9,0.1,55.27
ORD-100385,02-03-2019,03-03-2019,First Class,CUST-1028,Parker Johnson,Consumer,New York,NY,97424,Central,PROD-16426,Furniture,Chairs,Chairs Item 56,8809.46,7,0.3,594.79
ORD-100386,27-11-2018,02-12-2018,Standard Class,CUST-1354,Reese Jackson,Corporate,Chicago,IL,69682,Central,PROD-49229,Office Supplies,Paper,Paper Item 166,15.7,6,0.2,-0.32
ORD-100387,19-05-2018,26-05-2018,Standard Class,CUST-1033,Quinn Thomas,Consumer,Jacksonville,FL,45968,Central,PROD-78766,Technology,Machines,Machines Item 108,10720.64,4,0,4199.94
ORD-100388,12-08-2018,22-08-2018,Standard Class,CUST-1322,Rowan Williams,Consumer,Jacksonville,FL,89269,Central,PROD-44034,Furniture,Tables,Tables Item 270,11508.07,10,0.3,356.98
ORD-100389,26-12-2019,29-12-2019,Standard Class,CUST-1254,Rowan Thomas,Consumer,Chicago,IL,89876,West,PROD-35369,Technology,Copiers,Copiers Item 1,2302.96,2,0,188.94
ORD-100390,30-08-2018,03-09-2018,Standard Class,CUST-1212,Kendall Johnson,Consumer,Dallas,TX,93558,West,PROD-46913,Office Supplies,Binders,Binders Item 131,119.7,2,0,32.41
ORD-100391,03-11-2020,12-11-2020,Second Class,CUST-1003,Morgan Hernandez,Consumer,Jacksonville,FL,84569,East,PROD-53321,Office Supplies,Binders,Binders Item 427,202.18,6,0.2,2.11
ORD-100392,08-09-2020,16-09-2020,Standard Class,CUST-1330,Casey Thomas,Consumer,San Diego,CA,80381,Central,PROD-17342,Furniture,Furnishings,Furnishings Item 428,10138.41,9,0,-308.37
ORD-100393,09-10-2019,18-10-2019,Standard Class,CUST-1106,Finley Hernandez,Corporate,Fort Worth,TX,56346,East,PROD-14085,Office Supplies,Writing,Writing Item 174,664.65,7,0,76.18
ORD-100394,06-12-2018,16-12-2018,Standard Class,CUST-1095,Reese Brown,Home Office,San Francisco,CA,50407,Central,PROD-45585,Technology,Phones,Phones Item 212,4591.1,2,0,1361.81
ORD-100395,02-05-2019,08-05-2019,Second Class,CUST-1486,Quinn Miller,Consumer,Chicago,IL,24710,Central,PROD-22137,Office Supplies,Binders,Binders Item 228,723.51,9,0,127.54
ORD-100396,15-09-2020,24-09-2020,First Class,CUST-1174,Emerson Taylor,Consumer,Philadelphia,PA,28781,East,PROD-36894,Technology,Accessories,Accessories Item 371,1287.14,1,0,564.58
ORD-100397,05-12-2020,07-12-2020,First Class,CUST-1477,Taylor Martin,Home Office,Philadelphia,PA,71194,East,PROD-96374,Office Supplies,Envelopes,Envelopes Item 382,136.35,5,0,35.54
ORD-100398,02-10-2019,06-10-2019,Second Class,CUST-1098,Quinn Rodriguez,Consumer,San Francisco,CA,67817,East,PROD-30643,Furniture,Bookcases,Bookcases Item 141,643.48,2,0,16.34
ORD-100399,18-11-2020,20-11-2020,First Class,CUST-1179,Skyler Hernandez,Consumer,Jacksonville,FL,47128,West,PROD-50812,Office Supplies,Paper,Paper Item 314,172.14,6,0,33.07
ORD-100400,14-04-2018,17-04-2018,First Class,CUST-1462,Taylor Brown,Consumer,Los Angeles,CA,65897,South,PROD-87693,Office Supplies,Envelopes,Envelopes Item 323,30.4,8,0,-0.47
ORD-100401,02-10-2019,08-10-2019,Standard Class,CUST-1365,Skyler Williams,Home Office,San Francisco,CA,71039,West,PROD-22748,Office Supplies,Labels,Labels Item 234,253.4,5,0.1,62.39
ORD-100402,11-08-2020,19-08-2020,First Class,CUST-1114,Casey Martin,Consumer,Philadelphia,PA,61390,West,PROD-52567,Technology,Copiers,Copiers Item 233,15689.84,8,0,1940.87
ORD-100403,31-08-2020,02-09-2020,Second Class,CUST-1236,Jamie Martinez,Corporate,San Jose,CA,85324,West,PROD-63174,Technology,Phones,Phones Item 419,105.54,2,0,25.67
ORD-100404,26-05-2018,31-05-2018,Standard Class,CUST-1205,Finley Wilson,Consumer,Houston,TX,81820,West,PROD-18658,Furniture,Furnishings,Furnishings Item 175,1140.95,4,0.1,427.24
ORD-100405,01-06-2020,08-06-2020,Standard Class,CUST-1175,Skyler Davis,Consumer,Austin,TX,20209,South,PROD-88128,Office Supplies,Envelopes,Envelopes Item 238,403.02,6,0,148.5
ORD-100406,30-06-2020,03-07-2020,Second Class,CUST-1207,Jordan Martin,Consumer,Columbus,OH,88172,South,PROD-94540,Furniture,Furnishings,Furnishings Item 339,391.97,1,0,63.12
ORD-100407,12-10-2018,22-10-2018,Standard Class,CUST-1325,Alex Jones,Corporate,San Diego,CA,79632,Central,PROD-35646,Furniture,Furnishings,Furnishings Item 106,4782.72,6,0,1323.81
ORD-100408,16-09-2019,23-09-2019,Standard Class,CUST-1468,Parker Williams,Consumer,San Jose,CA,76902,South,PROD-18180,Office Supplies,Writing,Writing Item 190,332.95,9,0.3,46.03
ORD-100409,02-01-2018,11-01-2018,Standard Class,CUST-1183,Morgan Martinez,Home Office,Houston,TX,66585,South,PROD-60173,Technology,Copiers,Copiers Item 208,12721.73,7,0,2593.03
ORD-100410,09-03-2019,12-03-2019,Second Class,CUST-1096,Skyler Gonzalez,Corporate,Philadelphia,PA,64687,West,PROD-27600,Furniture,Bookcases,Bookcases Item 6,1056.86,2,0,-3.05
ORD-100411,22-10-2018,30-10-2018,Standard Class,CUST-1499,Casey Williams,Consumer,San Francisco,CA,64507,South,PROD-91690,Technology,Machines,Machines Item 93,8639.2,8,0,727.31
ORD-100412,10-07-2020,17-07-2020,Second Class,CUST-1095,Kendall Martin,Consumer,San Diego,CA,41031,Central,PROD-14385,Furniture,Tables,Tables Item 20,14521.4,10,0,3614.03
ORD-100413,25-01-2020,27-01-2020,Standard Class,CUST-1492,Jordan Jones,Corporate,Dallas,TX,46624,South,PROD-78597,Technology,Phones,Phones Item 456,14386.3,10,0,-437.76
ORD-100414,25-08-2020,27-08-2020,Standard Class,CUST-1276,Finley Martinez,Corporate,Fort Worth,TX,55029,East,PROD-77195,Furniture,Furnishings,Furnishings Item 464,10753.28,8,0,2058.59
ORD-100415,10-11-2019,17-11-2019,Second Class,CUST-1408,Quinn Martinez,Consumer,Jacksonville,FL,88333,Central,PROD-18050,Technology,Copiers,Copiers Item 323,5284.16,8,0,1064.68
ORD-100416,16-04-2018,21-04-2018,Standard Class,CUST-1319,Alex Martinez,Consumer,Chicago,IL,76269,East,PROD-27372,Furniture,Tables,Tables Item 316,554.05,5,0,140.12
